rental_id,inventory_id,customer_id,staff_id,film_id,store_id,rental_date,return_date,title,description,release_year,rental_rate,category_name
15199,18,216,1,4,1,2005-08-22 16:17:49.000,2005-08-25 20:12:49.000,AFFAIR PREJUDICE,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,2006,2.99,Horror
8331,18,148,1,4,1,2005-07-29 04:13:29.000,2005-08-04 07:09:29.000,AFFAIR PREJUDICE,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,2006,2.99,Horror
5030,25,497,1,5,2,2005-07-09 02:35:43.000,2005-07-17 02:05:43.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
13043,24,127,1,5,2,2005-08-19 09:07:13.000,2005-08-27 07:49:13.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
7793,24,32,1,5,2,2005-07-28 07:26:14.000,2005-08-03 07:45:14.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
1614,23,489,1,5,2,2005-06-16 06:58:02.000,2005-06-23 11:24:02.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
5362,24,266,1,5,2,2005-07-09 18:16:08.000,2005-07-18 18:27:08.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
9851,25,49,2,5,2,2005-07-31 12:50:24.000,2005-08-08 08:30:24.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
12926,23,336,2,5,2,2005-08-19 05:00:16.000,2005-08-26 06:12:16.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
11129,23,566,1,5,2,2005-08-02 09:08:44.000,2005-08-04 04:00:44.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
15458,25,590,2,5,2,2006-02-14 15:16:03.000,,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
6615,23,438,1,5,2,2005-07-12 08:36:22.000,2005-07-20 09:03:22.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
2255,24,410,1,5,2,2005-06-18 05:21:12.000,2005-06-26 09:19:12.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
552,23,106,2,5,2,2005-05-28 07:53:38.000,2005-06-04 12:45:38.000,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,2.99,Family
5806,29,108,2,6,2,2005-07-10 15:11:54.000,2005-07-15 11:51:54.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
12513,29,527,1,6,2,2005-08-18 13:31:45.000,2005-08-25 08:26:45.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
8263,28,5,2,6,1,2005-07-29 01:11:23.000,2005-07-31 01:53:23.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
13796,28,209,2,6,1,2005-08-20 12:32:32.000,2005-08-29 10:48:32.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
11261,31,204,2,6,2,2005-08-02 13:54:26.000,2005-08-10 19:04:26.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
10485,29,50,1,6,2,2005-08-01 10:20:34.000,2005-08-09 09:20:34.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
4594,26,506,2,6,1,2005-07-08 06:40:06.000,2005-07-16 05:51:06.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
3391,26,45,1,6,1,2005-06-21 15:11:02.000,2005-06-25 14:12:02.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
317,26,391,2,6,1,2005-05-26 23:23:56.000,2005-06-01 19:56:56.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
11944,27,389,2,6,1,2005-08-17 17:02:42.000,2005-08-21 16:40:42.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
10526,27,14,1,6,1,2005-08-01 11:55:33.000,2005-08-08 16:42:33.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
3567,27,355,1,6,1,2005-07-06 03:09:36.000,2005-07-12 02:15:36.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
2965,27,46,1,6,1,2005-06-20 07:33:38.000,2005-06-29 11:45:38.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
12764,26,183,1,6,1,2005-08-18 23:14:15.000,2005-08-22 20:23:15.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
8353,26,585,1,6,1,2005-07-29 04:52:10.000,2005-07-30 04:01:10.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
14554,31,38,2,6,2,2005-08-21 16:03:01.000,2005-08-26 13:09:01.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
259,30,482,2,6,2,2005-05-26 15:32:46.000,2005-06-04 15:27:46.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
2569,30,213,1,6,2,2005-06-19 04:19:04.000,2005-06-26 04:31:04.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
3756,30,320,1,6,2,2005-07-06 12:40:38.000,2005-07-11 09:29:38.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
7810,30,537,2,6,2,2005-07-28 08:00:38.000,2005-08-02 06:14:38.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
12463,30,214,1,6,2,2005-08-18 11:31:34.000,2005-08-23 12:04:34.000,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,2.99,Foreign
9751,36,202,2,7,2,2005-07-31 09:20:50.000,2005-08-01 05:34:50.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
13303,34,184,2,7,2,2005-08-19 18:55:21.000,2005-08-23 18:49:21.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
11084,32,369,1,7,1,2005-08-02 07:34:19.000,2005-08-07 09:30:19.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
14942,32,471,1,7,1,2005-08-22 05:58:27.000,2005-08-31 10:08:27.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
12500,36,310,2,7,2,2005-08-18 13:05:51.000,2005-08-19 14:54:51.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
7156,34,154,1,7,2,2005-07-27 07:19:34.000,2005-07-31 04:31:34.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
4937,33,273,2,7,1,2005-07-08 22:29:59.000,2005-07-15 21:51:59.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
14215,35,54,2,7,2,2005-08-21 04:34:11.000,2005-08-27 10:30:11.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
7352,35,429,1,7,2,2005-07-27 14:38:29.000,2005-07-28 14:24:29.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
6287,35,93,1,7,2,2005-07-11 17:00:04.000,2005-07-12 13:16:04.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
3378,35,387,1,7,2,2005-06-21 13:51:28.000,2005-06-25 09:21:28.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
15224,33,81,2,7,1,2005-08-22 17:18:05.000,2005-08-29 14:35:05.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
10205,33,87,1,7,1,2005-08-01 00:48:24.000,2005-08-06 23:53:24.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
3159,33,388,2,7,1,2005-06-20 21:11:50.000,2005-06-29 19:35:50.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
6876,34,531,1,7,2,2005-07-12 20:32:50.000,2005-07-16 21:12:50.000,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,4.99,Comedy
785,39,72,1,8,2,2005-05-29 15:08:41.000,2005-05-30 15:51:41.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
15989,38,96,1,8,2,2005-08-23 20:24:36.000,2005-08-26 20:35:36.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
7845,38,352,2,8,2,2005-07-28 09:18:07.000,2005-08-04 10:23:07.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
6219,38,303,2,8,2,2005-07-11 13:18:37.000,2005-07-13 13:18:37.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
14483,37,275,2,8,2,2005-08-21 13:43:59.000,2005-08-28 16:38:59.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
10422,37,166,2,8,2,2005-08-01 08:17:11.000,2005-08-10 10:08:11.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
4626,37,268,1,8,2,2005-07-08 08:18:21.000,2005-07-10 11:36:21.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
2360,37,57,2,8,2,2005-06-18 13:11:13.000,2005-06-23 15:32:13.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
3959,40,448,1,8,2,2005-07-06 22:07:58.000,2005-07-13 02:30:58.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
11799,40,501,2,8,2,2005-08-17 11:25:25.000,2005-08-25 13:03:25.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
8434,40,141,2,8,2,2005-07-29 07:20:14.000,2005-07-30 08:50:14.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
2771,40,262,1,8,2,2005-06-19 17:54:48.000,2005-06-27 17:14:48.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
1814,39,144,1,8,2,2005-06-16 21:15:22.000,2005-06-23 17:00:22.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
1058,40,116,2,8,2,2005-05-31 08:04:17.000,2005-06-03 11:12:17.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
12559,39,513,1,8,2,2005-08-18 14:53:58.000,2005-08-25 20:22:58.000,AIRPORT POLLOCK,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India,2006,4.99,Horror
